go_id,external_gene_name,namespace_1003
GO:0006275,PCNA,biological_process
GO:0005634,PCNA,cellular_component
GO:0005654,PCNA,cellular_component
GO:0016604,PCNA,cellular_component
GO:0006281,PCNA,biological_process
GO:0006974,PCNA,biological_process
GO:0005515,PCNA,molecular_function
GO:0016032,PCNA,biological_process
GO:0006260,PCNA,biological_process
GO:0003684,PCNA,molecular_function
GO:0042802,PCNA,molecular_function
GO:0045739,PCNA,biological_process
GO:0016567,PCNA,biological_process
GO:0006977,PCNA,biological_process
GO:0070062,PCNA,cellular_component
GO:0003682,PCNA,molecular_function
GO:0000781,PCNA,cellular_component
GO:0008022,PCNA,molecular_function
GO:0000785,PCNA,cellular_component
GO:0030855,PCNA,biological_process
GO:0030971,PCNA,molecular_function
GO:0044877,PCNA,molecular_function
GO:0070182,PCNA,molecular_function
GO:0019899,PCNA,molecular_function
GO:0019985,PCNA,biological_process
GO:0045740,PCNA,biological_process
GO:0005813,PCNA,cellular_component
GO:0034644,PCNA,biological_process
GO:0006283,PCNA,biological_process
GO:0006287,PCNA,biological_process
GO:0043596,PCNA,cellular_component
GO:0042276,PCNA,biological_process
GO:0000083,PCNA,biological_process
GO:0006298,PCNA,biological_process
GO:0042769,PCNA,biological_process
GO:0035035,PCNA,molecular_function
GO:0006296,PCNA,biological_process
GO:0033683,PCNA,biological_process
GO:0006272,PCNA,biological_process
GO:0032201,PCNA,biological_process
GO:1900264,PCNA,biological_process
GO:0006297,PCNA,biological_process
GO:0070987,PCNA,biological_process
GO:0000701,PCNA,molecular_function
GO:0008134,PCNA,molecular_function
GO:0030331,PCNA,molecular_function
GO:0032139,PCNA,molecular_function
GO:0032405,PCNA,molecular_function
GO:0000122,PCNA,biological_process
GO:0000723,PCNA,biological_process
GO:0006979,PCNA,biological_process
GO:0007507,PCNA,biological_process
GO:0031297,PCNA,biological_process
GO:0032077,PCNA,biological_process
GO:0032355,PCNA,biological_process
GO:0033993,PCNA,biological_process
GO:0044849,PCNA,biological_process
GO:0046686,PCNA,biological_process
GO:0070301,PCNA,biological_process
GO:0071466,PCNA,biological_process
GO:0071548,PCNA,biological_process
GO:0097421,PCNA,biological_process
GO:1902065,PCNA,biological_process
GO:1902990,PCNA,biological_process
GO:0000307,PCNA,cellular_component
GO:0005652,PCNA,cellular_component
GO:0005657,PCNA,cellular_component
GO:0030894,PCNA,cellular_component
GO:0043626,PCNA,cellular_component
GO:0070557,PCNA,cellular_component
GO:0001934,CCND1,biological_process
GO:0005634,CCND1,cellular_component
GO:0005737,CCND1,cellular_component
GO:0016020,CCND1,cellular_component
GO:0005654,CCND1,cellular_component
GO:0051301,CCND1,biological_process
GO:0006974,CCND1,biological_process
GO:0031965,CCND1,cellular_component
GO:0005515,CCND1,molecular_function
GO:0007049,CCND1,biological_process
GO:0000079,CCND1,biological_process
GO:0000122,CCND1,biological_process
GO:0042826,CCND1,molecular_function
GO:0005829,CCND1,cellular_component
GO:0019901,CCND1,molecular_function
GO:0071157,CCND1,biological_process
GO:0019899,CCND1,molecular_function
GO:0008134,CCND1,molecular_function
GO:0070064,CCND1,molecular_function
GO:0010971,CCND1,biological_process
GO:0019221,CCND1,biological_process
GO:0000082,CCND1,biological_process
GO:0003714,CCND1,molecular_function
GO:0060260,CCND1,biological_process
GO:0017053,CCND1,cellular_component
GO:0016538,CCND1,molecular_function
GO:0044772,CCND1,biological_process
GO:0000307,CCND1,cellular_component
GO:0042493,CCND1,biological_process
GO:0045737,CCND1,biological_process
GO:0070141,CCND1,biological_process
GO:1900087,CCND1,biological_process
GO:0045787,CCND1,biological_process
GO:0031571,CCND1,biological_process
GO:0044321,CCND1,biological_process
GO:0004672,CCND1,molecular_function
GO:0016301,CCND1,molecular_function
GO:0044877,CCND1,molecular_function
GO:0000320,CCND1,biological_process
GO:0001889,CCND1,biological_process
GO:0006468,CCND1,biological_process
GO:0007595,CCND1,biological_process
GO:0008284,CCND1,biological_process
GO:0010033,CCND1,biological_process
GO:0010039,CCND1,biological_process
GO:0010165,CCND1,biological_process
GO:0010243,CCND1,biological_process
GO:0014070,CCND1,biological_process
GO:0016055,CCND1,biological_process
GO:0030857,CCND1,biological_process
GO:0030968,CCND1,biological_process
GO:0031100,CCND1,biological_process
GO:0032026,CCND1,biological_process
GO:0032355,CCND1,biological_process
GO:0033197,CCND1,biological_process
GO:0033327,CCND1,biological_process
GO:0033598,CCND1,biological_process
GO:0033601,CCND1,biological_process
GO:0043627,CCND1,biological_process
GO:0045444,CCND1,biological_process
GO:0045471,CCND1,biological_process
GO:0048545,CCND1,biological_process
GO:0051384,CCND1,biological_process
GO:0051412,CCND1,biological_process
GO:0051592,CCND1,biological_process
GO:0051726,CCND1,biological_process
GO:0060749,CCND1,biological_process
GO:0071310,CCND1,biological_process
GO:0097421,CCND1,biological_process
GO:2000045,CCND1,biological_process
GO:0005923,CCND1,cellular_component
,CCND1,
,TDP1,
GO:0005634,TDP1,cellular_component
GO:0006281,TDP1,biological_process
GO:0008081,TDP1,molecular_function
GO:0043231,TDP1,cellular_component
GO:0005654,TDP1,cellular_component
GO:0005886,TDP1,cellular_component
GO:0016787,TDP1,molecular_function
GO:0006974,TDP1,biological_process
GO:0090305,TDP1,biological_process
GO:0004518,TDP1,molecular_function
GO:0004527,TDP1,molecular_function
GO:0005737,TDP1,cellular_component
GO:0005515,TDP1,molecular_function
GO:0006302,TDP1,biological_process
GO:0003690,TDP1,molecular_function
GO:0003697,TDP1,molecular_function
GO:0000012,TDP1,biological_process
GO:0017005,TDP1,molecular_function
,PPP2R5C,
GO:0019888,PPP2R5C,molecular_function
GO:0000159,PPP2R5C,cellular_component
GO:0007165,PPP2R5C,biological_process
GO:0043666,PPP2R5C,biological_process
GO:0005634,PPP2R5C,cellular_component
GO:0005794,PPP2R5C,cellular_component
GO:0005654,PPP2R5C,cellular_component
GO:0005829,PPP2R5C,cellular_component
GO:0005694,PPP2R5C,cellular_component
GO:0050790,PPP2R5C,biological_process
GO:0005515,PPP2R5C,molecular_function
GO:0000775,PPP2R5C,cellular_component
GO:0008285,PPP2R5C,biological_process
GO:0006470,PPP2R5C,biological_process
GO:1901796,PPP2R5C,biological_process
GO:0014066,PPP2R5C,biological_process
GO:0051898,PPP2R5C,biological_process
GO:0043161,PPP2R5C,biological_process
GO:0072542,PPP2R5C,molecular_function
GO:0031952,PPP2R5C,biological_process
GO:0042771,PPP2R5C,biological_process
GO:0006977,PPP2R5C,biological_process
GO:0008233,PPP2R5C,molecular_function
GO:0016021,PPP2R5C,cellular_component
GO:0016485,PPP2R5C,biological_process
GO:0006357,CCNH,biological_process
GO:0006351,CCNH,biological_process
GO:0016538,CCNH,molecular_function
GO:0000079,CCNH,biological_process
GO:0070985,CCNH,cellular_component
,CCNH,
GO:0005634,CCNH,cellular_component
GO:0005654,CCNH,cellular_component
GO:0005515,CCNH,molecular_function
GO:0007049,CCNH,biological_process
GO:0005675,CCNH,cellular_component
GO:0006366,CCNH,biological_process
GO:0000086,CCNH,biological_process
GO:0006368,CCNH,biological_process
GO:0006370,CCNH,biological_process
GO:0006367,CCNH,biological_process
GO:0006361,CCNH,biological_process
GO:0006363,CCNH,biological_process
GO:0006283,CCNH,biological_process
GO:0000082,CCNH,biological_process
GO:0050821,CCNH,biological_process
GO:0006294,CCNH,biological_process
GO:0016251,CCNH,molecular_function
GO:0000439,CCNH,cellular_component
GO:0070516,CCNH,cellular_component
GO:0070816,CCNH,biological_process
GO:0019907,CCNH,cellular_component
GO:0003677,MSH2,molecular_function
GO:0005524,MSH2,molecular_function
GO:0030983,MSH2,molecular_function
GO:0006298,MSH2,biological_process
GO:0032300,MSH2,cellular_component
GO:0005634,MSH2,cellular_component
GO:0016020,MSH2,cellular_component
GO:0000166,MSH2,molecular_function
GO:0005654,MSH2,cellular_component
GO:0005694,MSH2,cellular_component
GO:0006281,MSH2,biological_process
GO:0006974,MSH2,biological_process
GO:0005515,MSH2,molecular_function
GO:0032301,MSH2,cellular_component
GO:0019901,MSH2,molecular_function
GO:0003682,MSH2,molecular_function
GO:0000781,MSH2,cellular_component
GO:0008022,MSH2,molecular_function
GO:0019899,MSH2,molecular_function
GO:0000400,MSH2,molecular_function
GO:0008094,MSH2,molecular_function
GO:0071168,MSH2,biological_process
GO:0043524,MSH2,biological_process
GO:0006310,MSH2,biological_process
GO:0030183,MSH2,biological_process
GO:0045910,MSH2,biological_process
GO:0042803,MSH2,molecular_function
GO:0003697,MSH2,molecular_function
GO:0032405,MSH2,molecular_function
GO:0016887,MSH2,molecular_function
GO:0008584,MSH2,biological_process
GO:0032139,MSH2,molecular_function
GO:0032142,MSH2,molecular_function
GO:0032181,MSH2,molecular_function
GO:0043570,MSH2,biological_process
GO:0051096,MSH2,biological_process
GO:0032302,MSH2,cellular_component
GO:0000287,MSH2,molecular_function
GO:0003690,MSH2,molecular_function
GO:0032137,MSH2,molecular_function
GO:0032143,MSH2,molecular_function
GO:0032357,MSH2,molecular_function
GO:0043531,MSH2,molecular_function
GO:0000406,MSH2,molecular_function
GO:0002204,MSH2,biological_process
GO:0006301,MSH2,biological_process
GO:0010165,MSH2,biological_process
GO:0010224,MSH2,biological_process
GO:0016447,MSH2,biological_process
GO:0019724,MSH2,biological_process
GO:0042771,MSH2,biological_process
GO:0045190,MSH2,biological_process
GO:0003684,MSH2,molecular_function
GO:0019237,MSH2,molecular_function
GO:0001701,MSH2,biological_process
GO:0006119,MSH2,biological_process
GO:0006302,MSH2,biological_process
GO:0007050,MSH2,biological_process
GO:0007281,MSH2,biological_process
GO:0008340,MSH2,biological_process
GO:0008630,MSH2,biological_process
GO:0016446,MSH2,biological_process
GO:0031573,MSH2,biological_process
GO:0048298,MSH2,biological_process
GO:0048304,MSH2,biological_process
,MSH2,
GO:0008641,NAE1,molecular_function
GO:0018215,NAE1,biological_process
GO:0019781,NAE1,molecular_function
GO:0045116,NAE1,biological_process
GO:0016020,NAE1,cellular_component
GO:0005886,NAE1,cellular_component
GO:0006915,NAE1,biological_process
GO:0005515,NAE1,molecular_function
GO:0007049,NAE1,biological_process
GO:0005737,NAE1,cellular_component
GO:0032446,NAE1,biological_process
GO:0005829,NAE1,cellular_component
GO:0043687,NAE1,biological_process
GO:0032991,NAE1,cellular_component
GO:0031625,NAE1,molecular_function
GO:0042981,NAE1,biological_process
GO:0007165,NAE1,biological_process
GO:0046982,NAE1,molecular_function
GO:0051402,NAE1,biological_process
GO:0043523,NAE1,biological_process
GO:0033314,NAE1,biological_process
,NAE1,
GO:0000166,MSH3,molecular_function
GO:0005524,MSH3,molecular_function
GO:0003677,MSH3,molecular_function
GO:0006974,MSH3,biological_process
GO:0030983,MSH3,molecular_function
GO:0006298,MSH3,biological_process
GO:0005634,MSH3,cellular_component
GO:0016020,MSH3,cellular_component
GO:0006281,MSH3,biological_process
GO:0005515,MSH3,molecular_function
GO:0005654,MSH3,cellular_component
GO:0007131,MSH3,biological_process
GO:0019899,MSH3,molecular_function
GO:0008094,MSH3,molecular_function
GO:0000710,MSH3,biological_process
GO:0006312,MSH3,biological_process
GO:0003697,MSH3,molecular_function
GO:0032139,MSH3,molecular_function
GO:0032142,MSH3,molecular_function
GO:0032181,MSH3,molecular_function
GO:0032135,MSH3,molecular_function
GO:0000735,MSH3,biological_process
GO:0016447,MSH3,biological_process
GO:0043111,MSH3,biological_process
GO:0043570,MSH3,biological_process
GO:0045910,MSH3,biological_process
GO:0051096,MSH3,biological_process
GO:0032300,MSH3,cellular_component
GO:0032302,MSH3,cellular_component
,MSH3,
GO:0055114,ALKBH1,biological_process
GO:0016491,ALKBH1,molecular_function
GO:0005634,ALKBH1,cellular_component
GO:0046872,ALKBH1,molecular_function
GO:0005783,ALKBH1,cellular_component
GO:0005654,ALKBH1,cellular_component
GO:0016829,ALKBH1,molecular_function
GO:0005739,ALKBH1,cellular_component
GO:0006417,ALKBH1,biological_process
GO:0006281,ALKBH1,biological_process
GO:0006974,ALKBH1,biological_process
GO:0051213,ALKBH1,molecular_function
GO:0003824,ALKBH1,molecular_function
GO:0008152,ALKBH1,biological_process
GO:0140078,ALKBH1,molecular_function
GO:0000049,ALKBH1,molecular_function
GO:0005737,ALKBH1,cellular_component
GO:0070579,ALKBH1,molecular_function
GO:0080111,ALKBH1,biological_process
GO:0016706,ALKBH1,molecular_function
GO:0008198,ALKBH1,molecular_function
GO:0050918,ALKBH1,biological_process
GO:0006446,ALKBH1,biological_process
GO:0070129,ALKBH1,biological_process
GO:0035515,ALKBH1,molecular_function
GO:0035516,ALKBH1,molecular_function
GO:0042056,ALKBH1,molecular_function
GO:0103053,ALKBH1,molecular_function
GO:1990984,ALKBH1,molecular_function
GO:0001701,ALKBH1,biological_process
GO:0001764,ALKBH1,biological_process
GO:0001890,ALKBH1,biological_process
GO:0002101,ALKBH1,biological_process
GO:0006307,ALKBH1,biological_process
GO:0006448,ALKBH1,biological_process
GO:0010468,ALKBH1,biological_process
GO:0030154,ALKBH1,biological_process
GO:0031175,ALKBH1,biological_process
GO:0035513,ALKBH1,biological_process
GO:0035552,ALKBH1,biological_process
GO:0042245,ALKBH1,biological_process
GO:0043524,ALKBH1,biological_process
GO:0048589,ALKBH1,biological_process
GO:0070989,ALKBH1,biological_process
GO:1990983,ALKBH1,biological_process
GO:0000791,ALKBH1,cellular_component
,ALKBH1,
GO:0097428,MMS19,biological_process
GO:0005634,MMS19,cellular_component
GO:0005737,MMS19,cellular_component
GO:0005856,MMS19,cellular_component
GO:0006281,MMS19,biological_process
GO:0006974,MMS19,biological_process
GO:0005819,MMS19,cellular_component
GO:0016226,MMS19,biological_process
GO:0097361,MMS19,cellular_component
,MMS19,
GO:0005654,MMS19,cellular_component
GO:0005829,MMS19,cellular_component
GO:0016020,MMS19,cellular_component
GO:0005515,MMS19,molecular_function
GO:0005675,MMS19,cellular_component
GO:0005815,MMS19,cellular_component
GO:0006289,MMS19,biological_process
GO:0003713,MMS19,molecular_function
GO:0045893,MMS19,biological_process
GO:0007059,MMS19,biological_process
GO:0006351,MMS19,biological_process
GO:0030331,MMS19,molecular_function
GO:1905168,MMS19,biological_process
GO:0030674,MMS19,molecular_function
GO:0030159,MMS19,molecular_function
GO:0071817,MMS19,cellular_component
GO:0006259,MMS19,biological_process
GO:0009725,MMS19,biological_process
GO:0000160,MMS19,biological_process
GO:0019899,MMS19,molecular_function
GO:0005634,RAD1,cellular_component
GO:0000077,RAD1,biological_process
GO:0043231,RAD1,cellular_component
GO:0005654,RAD1,cellular_component
GO:0016787,RAD1,molecular_function
GO:0005694,RAD1,cellular_component
GO:0006281,RAD1,biological_process
GO:0006974,RAD1,biological_process
GO:0090305,RAD1,biological_process
GO:0004518,RAD1,molecular_function
GO:0005515,RAD1,molecular_function
GO:0004527,RAD1,molecular_function
GO:0021762,RAD1,biological_process
GO:1901796,RAD1,biological_process
GO:0006260,RAD1,biological_process
GO:0003684,RAD1,molecular_function
GO:0071479,RAD1,biological_process
GO:0008408,RAD1,molecular_function
GO:0008853,RAD1,molecular_function
GO:0051598,RAD1,biological_process
GO:0030896,RAD1,cellular_component
,RAD1,
,RPS27L,
GO:0003735,RPS27L,molecular_function
GO:0006412,RPS27L,biological_process
GO:0005840,RPS27L,cellular_component
GO:0003723,RPS27L,molecular_function
GO:0005634,RPS27L,cellular_component
GO:0046872,RPS27L,molecular_function
GO:0005515,RPS27L,molecular_function
GO:0000028,RPS27L,biological_process
GO:0006919,RPS27L,biological_process
GO:0045727,RPS27L,biological_process
GO:0008656,RPS27L,molecular_function
GO:0042771,RPS27L,biological_process
GO:0006978,RPS27L,biological_process
GO:0022627,RPS27L,cellular_component
GO:0008494,RPS27L,molecular_function
GO:0031571,RPS27L,biological_process
GO:0005524,AURKA,molecular_function
GO:0006468,AURKA,biological_process
GO:0004672,AURKA,molecular_function
GO:0000226,AURKA,biological_process
GO:0000278,AURKA,biological_process
GO:0051321,AURKA,biological_process
GO:0007098,AURKA,biological_process
GO:0007052,AURKA,biological_process
GO:0000212,AURKA,biological_process
GO:0007100,AURKA,biological_process
GO:0048471,AURKA,cellular_component
GO:0005634,AURKA,cellular_component
GO:0005737,AURKA,cellular_component
GO:0000166,AURKA,molecular_function
GO:0004674,AURKA,molecular_function
GO:0016301,AURKA,molecular_function
GO:0016740,AURKA,molecular_function
GO:0106310,AURKA,molecular_function
GO:0106311,AURKA,molecular_function
GO:0016310,AURKA,biological_process
GO:0005654,AURKA,cellular_component
GO:0005829,AURKA,cellular_component
GO:0005814,AURKA,cellular_component
GO:0005929,AURKA,cellular_component
GO:0005856,AURKA,cellular_component
GO:0051301,AURKA,biological_process
GO:0042995,AURKA,cellular_component
GO:0005813,AURKA,cellular_component
GO:0004712,AURKA,molecular_function
GO:0005874,AURKA,cellular_component
GO:0005515,AURKA,molecular_function
GO:0007049,AURKA,biological_process
GO:0043005,AURKA,cellular_component
GO:0030030,AURKA,biological_process
GO:0005815,AURKA,cellular_component
GO:0005819,AURKA,cellular_component
GO:0030496,AURKA,cellular_component
GO:0000922,AURKA,cellular_component
GO:0006977,AURKA,biological_process
GO:0019901,AURKA,molecular_function
GO:0010972,AURKA,biological_process
GO:0031145,AURKA,biological_process
GO:0000086,AURKA,biological_process
GO:0010389,AURKA,biological_process
GO:0031647,AURKA,biological_process
GO:1901796,AURKA,biological_process
GO:0010629,AURKA,biological_process
GO:0046777,AURKA,biological_process
GO:0097431,AURKA,cellular_component
GO:0032465,AURKA,biological_process
GO:0006511,AURKA,biological_process
GO:0032091,AURKA,biological_process
GO:0018105,AURKA,biological_process
GO:0045840,AURKA,biological_process
GO:0005876,AURKA,cellular_component
GO:0035174,AURKA,molecular_function
GO:0046982,AURKA,molecular_function
GO:0007051,AURKA,biological_process
GO:0009611,AURKA,biological_process
GO:0035404,AURKA,biological_process
GO:0046605,AURKA,biological_process
GO:0097421,AURKA,biological_process
GO:0031616,AURKA,cellular_component
GO:0051233,AURKA,cellular_component
GO:0015630,AURKA,cellular_component
GO:0032133,AURKA,cellular_component
GO:0031625,AURKA,molecular_function
GO:0007057,AURKA,biological_process
GO:0009948,AURKA,biological_process
GO:0032436,AURKA,biological_process
GO:0043066,AURKA,biological_process
GO:0051642,AURKA,biological_process
GO:0071539,AURKA,biological_process
GO:1900195,AURKA,biological_process
GO:1990138,AURKA,biological_process
GO:0042585,AURKA,cellular_component
GO:0043203,AURKA,cellular_component
GO:0045120,AURKA,cellular_component
GO:0072686,AURKA,cellular_component
GO:0072687,AURKA,cellular_component
,AURKA,
GO:0003677,POLR2K,molecular_function
GO:0008270,POLR2K,molecular_function
GO:0003899,POLR2K,molecular_function
GO:0006351,POLR2K,biological_process
GO:0005634,POLR2K,cellular_component
GO:0046872,POLR2K,molecular_function
GO:0005515,POLR2K,molecular_function
GO:0005666,POLR2K,cellular_component
GO:0005654,POLR2K,cellular_component
GO:0005829,POLR2K,cellular_component
GO:0006366,POLR2K,biological_process
GO:0060964,POLR2K,biological_process
GO:0045815,POLR2K,biological_process
GO:0006368,POLR2K,biological_process
GO:0006370,POLR2K,biological_process
GO:0050434,POLR2K,biological_process
GO:0006367,POLR2K,biological_process
GO:0042795,POLR2K,biological_process
GO:0032481,POLR2K,biological_process
GO:0000398,POLR2K,biological_process
GO:0006361,POLR2K,biological_process
GO:0006363,POLR2K,biological_process
GO:0005736,POLR2K,cellular_component
GO:0006283,POLR2K,biological_process
GO:0008543,POLR2K,biological_process
GO:0016070,POLR2K,biological_process
GO:0048239,POLR2K,biological_process
GO:0005665,POLR2K,cellular_component
GO:0006383,POLR2K,biological_process
GO:0006356,POLR2K,biological_process
,POLR2K,
GO:0005524,CDK9,molecular_function
GO:0006468,CDK9,biological_process
GO:0004672,CDK9,molecular_function
GO:0000166,CDK9,molecular_function
GO:0005634,CDK9,cellular_component
GO:0005737,CDK9,cellular_component
GO:0016020,CDK9,cellular_component
GO:0004674,CDK9,molecular_function
GO:0016301,CDK9,molecular_function
GO:0016740,CDK9,molecular_function
GO:0106310,CDK9,molecular_function
GO:0106311,CDK9,molecular_function
GO:0016310,CDK9,biological_process
GO:0005654,CDK9,cellular_component
GO:0006281,CDK9,biological_process
GO:0006974,CDK9,biological_process
GO:0005515,CDK9,molecular_function
GO:0036464,CDK9,cellular_component
GO:0016605,CDK9,cellular_component
GO:0000976,CDK9,molecular_function
GO:0000978,CDK9,molecular_function
GO:0003682,CDK9,molecular_function
GO:0008134,CDK9,molecular_function
GO:0008353,CDK9,molecular_function
GO:0017069,CDK9,molecular_function
GO:0019901,CDK9,molecular_function
GO:0010613,CDK9,biological_process
GO:0033129,CDK9,biological_process
GO:0042493,CDK9,biological_process
GO:2001168,CDK9,biological_process
GO:0008024,CDK9,cellular_component
GO:0004693,CDK9,molecular_function
GO:0045944,CDK9,biological_process
GO:0016592,CDK9,cellular_component
GO:0071157,CDK9,biological_process
GO:0031297,CDK9,biological_process
GO:0006366,CDK9,biological_process
GO:0006368,CDK9,biological_process
GO:0050434,CDK9,biological_process
GO:1900364,CDK9,biological_process
GO:0003677,CDK9,molecular_function
GO:0042795,CDK9,biological_process
GO:0008023,CDK9,cellular_component
GO:0006367,CDK9,biological_process
GO:0097322,CDK9,molecular_function
GO:0070691,CDK9,cellular_component
GO:0001223,CDK9,molecular_function
GO:0051147,CDK9,biological_process
GO:0071345,CDK9,biological_process
GO:0006282,CDK9,biological_process
GO:0031056,CDK9,biological_process
GO:0008283,CDK9,biological_process
GO:0070816,CDK9,biological_process
GO:1903839,CDK9,biological_process
,CDK9,
,CDK5RAP3,
GO:0005634,CDK5RAP3,cellular_component
GO:0005737,CDK5RAP3,cellular_component
GO:0016020,CDK5RAP3,cellular_component
GO:0043231,CDK5RAP3,cellular_component
GO:0005730,CDK5RAP3,cellular_component
GO:0005829,CDK5RAP3,cellular_component
GO:0005856,CDK5RAP3,cellular_component
GO:0005874,CDK5RAP3,cellular_component
GO:0005515,CDK5RAP3,molecular_function
GO:0016032,CDK5RAP3,biological_process
GO:0005815,CDK5RAP3,cellular_component
GO:0005813,CDK5RAP3,cellular_component
GO:0019901,CDK5RAP3,molecular_function
GO:0032088,CDK5RAP3,biological_process
GO:0031398,CDK5RAP3,biological_process
GO:0032991,CDK5RAP3,cellular_component
GO:0001933,CDK5RAP3,biological_process
GO:0007095,CDK5RAP3,biological_process
GO:0007420,CDK5RAP3,biological_process
GO:0034976,CDK5RAP3,biological_process
GO:0044818,CDK5RAP3,biological_process
GO:0051019,CDK5RAP3,molecular_function
GO:0030332,CDK5RAP3,molecular_function
GO:0051059,CDK5RAP3,molecular_function
GO:0001889,CDK5RAP3,biological_process
GO:0008283,CDK5RAP3,biological_process
GO:0043407,CDK5RAP3,biological_process
GO:0071901,CDK5RAP3,biological_process
GO:0071569,CDK5RAP3,biological_process
GO:0000079,CDK5RAP3,biological_process
GO:0030968,CDK5RAP3,biological_process
GO:0010921,CDK5RAP3,biological_process
GO:1900182,CDK5RAP3,biological_process
GO:0044387,CDK5RAP3,biological_process
GO:0007346,CDK5RAP3,biological_process
GO:0097371,CDK5RAP3,molecular_function
GO:0045664,CDK5RAP3,biological_process
GO:0030262,CDK5RAP3,biological_process
GO:1903363,CDK5RAP3,biological_process
GO:1901798,CDK5RAP3,biological_process
GO:0044389,CDK5RAP3,molecular_function
GO:0060318,CDK5RAP3,biological_process
GO:0045944,CDK5RAP3,biological_process
GO:0005524,RAD54B,molecular_function
GO:0005634,RAD54B,cellular_component
GO:0000166,RAD54B,molecular_function
GO:0016787,RAD54B,molecular_function
GO:0003677,RAD54B,molecular_function
GO:0006281,RAD54B,biological_process
GO:0006974,RAD54B,biological_process
GO:0005515,RAD54B,molecular_function
GO:0004386,RAD54B,molecular_function
GO:0032508,RAD54B,biological_process
GO:0070615,RAD54B,molecular_function
GO:0007131,RAD54B,biological_process
GO:0003724,RAD54B,molecular_function
GO:0003678,RAD54B,molecular_function
GO:0000724,RAD54B,biological_process
GO:0006312,RAD54B,biological_process
GO:0015616,RAD54B,molecular_function
GO:0008340,RAD54B,biological_process
GO:0010212,RAD54B,biological_process
GO:0042493,RAD54B,biological_process
,RAD54B,
GO:0005634,UBE2B,cellular_component
GO:0005737,UBE2B,cellular_component
GO:0016020,UBE2B,cellular_component
GO:0000166,UBE2B,molecular_function
GO:0005524,UBE2B,molecular_function
GO:0016740,UBE2B,molecular_function
GO:0005886,UBE2B,cellular_component
GO:0016567,UBE2B,biological_process
GO:0006281,UBE2B,biological_process
GO:0006974,UBE2B,biological_process
GO:0005515,UBE2B,molecular_function
GO:0004842,UBE2B,molecular_function
GO:0051865,UBE2B,biological_process
GO:0006511,UBE2B,biological_process
GO:0043161,UBE2B,biological_process
GO:0007283,UBE2B,biological_process
GO:0061631,UBE2B,molecular_function
GO:0000209,UBE2B,biological_process
GO:0070936,UBE2B,biological_process
GO:0005654,UBE2B,cellular_component
GO:0050821,UBE2B,biological_process
GO:0031625,UBE2B,molecular_function
GO:0070534,UBE2B,biological_process
GO:0090263,UBE2B,biological_process
GO:0009411,UBE2B,biological_process
GO:0000785,UBE2B,cellular_component
GO:0043951,UBE2B,biological_process
GO:0070979,UBE2B,biological_process
GO:0005657,UBE2B,cellular_component
GO:0006513,UBE2B,biological_process
GO:0033503,UBE2B,cellular_component
GO:0033522,UBE2B,biological_process
GO:0042769,UBE2B,biological_process
GO:0042493,UBE2B,biological_process
GO:0006301,UBE2B,biological_process
GO:0016574,UBE2B,biological_process
GO:0001701,UBE2B,biological_process
GO:0007288,UBE2B,biological_process
GO:0010845,UBE2B,biological_process
GO:0031056,UBE2B,biological_process
GO:0033128,UBE2B,biological_process
GO:0043066,UBE2B,biological_process
GO:0045141,UBE2B,biological_process
GO:0051026,UBE2B,biological_process
GO:0070076,UBE2B,biological_process
GO:0070193,UBE2B,biological_process
GO:0070829,UBE2B,biological_process
GO:0001741,UBE2B,cellular_component
,UBE2B,
GO:0005524,ASCC3,molecular_function
GO:0003676,ASCC3,molecular_function
GO:0003723,ASCC3,molecular_function
GO:0005634,ASCC3,cellular_component
GO:0016607,ASCC3,cellular_component
GO:0016020,ASCC3,cellular_component
GO:0000166,ASCC3,molecular_function
GO:0005829,ASCC3,cellular_component
GO:0016787,ASCC3,molecular_function
GO:0006281,ASCC3,biological_process
GO:0006974,ASCC3,biological_process
GO:0004386,ASCC3,molecular_function
GO:0016887,ASCC3,molecular_function
GO:0003678,ASCC3,molecular_function
GO:0005515,ASCC3,molecular_function
GO:0005654,ASCC3,cellular_component
GO:0008283,ASCC3,biological_process
GO:0043138,ASCC3,molecular_function
GO:0032508,ASCC3,biological_process
GO:0006307,ASCC3,biological_process
GO:0099053,ASCC3,cellular_component
,ASCC3,
GO:0008180,COPS4,cellular_component
GO:0005634,COPS4,cellular_component
GO:0005737,COPS4,cellular_component
GO:0016607,COPS4,cellular_component
GO:0031410,COPS4,cellular_component
GO:0030054,COPS4,cellular_component
GO:0005515,COPS4,molecular_function
GO:0045202,COPS4,cellular_component
GO:0008021,COPS4,cellular_component
GO:0005829,COPS4,cellular_component
GO:0005654,COPS4,cellular_component
GO:0043687,COPS4,biological_process
GO:0000338,COPS4,biological_process
GO:0006283,COPS4,biological_process
GO:0000715,COPS4,biological_process
,COPS4,
,RAD50,
GO:0005634,RAD50,cellular_component
GO:0006281,RAD50,biological_process
GO:0030870,RAD50,cellular_component
GO:0016887,RAD50,molecular_function
GO:0000723,RAD50,biological_process
GO:0016020,RAD50,cellular_component
GO:0046872,RAD50,molecular_function
GO:0000166,RAD50,molecular_function
GO:0005524,RAD50,molecular_function
GO:0016787,RAD50,molecular_function
GO:0005694,RAD50,cellular_component
GO:0006974,RAD50,biological_process
GO:0005515,RAD50,molecular_function
GO:0007049,RAD50,biological_process
GO:0006310,RAD50,biological_process
